sade_sati,samples,avg_return_pct,median_return_pct,std_return_pct,max_gain_pct,max_loss_pct,win_rate,positive_count,negative_count,average_trading_range,average_body_pct,average_upper_wick_pct,average_lower_wick_pct,average_close_position_pct,average_up_move,average_down_move,high_volatility_pct,low_volatility_pct
UNKNOWN,399,0.0026879163094243523,-0.0103413284728995,0.23160476538983854,0.9795931909563922,-0.9941301928591928,48.62155388471178,194,205,83.27343358396003,46.39761962109478,24.26723327943461,29.335147099470593,52.66244078942379,40.16528822055141,43.10814536340862,50.125313283208015,49.87468671679198
