direction,samples,avg_return_pct,median_return_pct,std_return_pct,max_gain_pct,max_loss_pct,win_rate,positive_count,negative_count,average_trading_range,average_body_pct,average_upper_wick_pct,average_lower_wick_pct,average_close_position_pct,average_up_move,average_down_move,high_volatility_pct,low_volatility_pct
Bullish,194,0.18182647965350726,0.15022854504632954,0.15517172344127866,0.9795931909563922,0.0030900948041085,100.0,194,0,84.63402061855673,47.9772689808831,25.566307170288084,26.45642384882882,74.43369282971192,63.56340206185559,21.07061855670115,50.51546391752577,49.48453608247423
Bearish,205,-0.16683833387961025,-0.1225162239914333,0.14991523138538115,-0.0031065162284407,-0.9941301928591928,0.0,0,205,81.9858536585368,44.90273193427072,23.037865792480602,32.05940227324867,32.05940227324867,18.0226829268294,63.96317073170739,49.75609756097561,50.24390243902439
