paksha,samples,avg_return_pct,median_return_pct,std_return_pct,max_gain_pct,max_loss_pct,win_rate,positive_count,negative_count,average_trading_range,average_body_pct,average_upper_wick_pct,average_lower_wick_pct,average_close_position_pct,average_up_move,average_down_move,high_volatility_pct,low_volatility_pct
SHUKLA,181,0.0059700433880950105,0.0030900948041085,0.20656782396676057,0.7286303368384759,-0.79404664945144,50.27624309392266,91,90,77.42569060773512,45.121757992013286,24.057245829628833,30.820996178357888,54.16551724279563,36.9878453038674,40.437845303867725,42.5414364640884,57.4585635359116
KRISHNA,218,-3.715250360036837e-05,-0.0175036469938305,0.25094116738734673,0.9795931909563922,-0.9941301928591928,47.24770642201835,103,115,88.1286697247706,47.45693592780925,24.44158065748437,28.101483414706383,51.414473642358175,42.80344036697253,45.32522935779807,56.42201834862385,43.57798165137615
