date,open,high,low,close,volume
2026-06-10 14:15:00+05:30,23317.25,23332.8,23307.45,23327.8,0
2026-06-10 14:20:00+05:30,23326.95,23339.8,23325.05,23330.2,0
2026-06-10 14:25:00+05:30,23330.2,23333.35,23313.35,23315.5,0
2026-06-10 14:30:00+05:30,23316.35,23318.15,23289.75,23309.9,0
2026-06-10 14:35:00+05:30,23309.5,23320.85,23280.9,23281.8,0
2026-06-10 14:40:00+05:30,23281.65,23296.6,23260.3,23261.6,0
2026-06-10 14:45:00+05:30,23262.85,23271.95,23244.9,23249.2,0
2026-06-10 14:50:00+05:30,23248.95,23258.2,23243.85,23251.15,0
2026-06-10 14:55:00+05:30,23251.25,23264.05,23250.9,23256.75,0
2026-06-10 15:00:00+05:30,23256.85,23259.1,23234.15,23236.2,0
2026-06-10 15:05:00+05:30,23236.45,23238.95,23222.7,23235.35,0
2026-06-10 15:10:00+05:30,23235.05,23236.35,23198.35,23199.7,0
2026-06-10 15:15:00+05:30,23200.75,23212.1,23184.6,23208.25,0
2026-06-10 15:20:00+05:30,23208.3,23215.15,23187.8,23202.35,0
2026-06-10 15:25:00+05:30,23203.55,23216.8,23199.75,23216.1,0
2026-06-11 09:15:00+05:30,23104.4,23124.1,23072.05,23112.65,0
2026-06-11 09:20:00+05:30,23115.85,23148.05,23107.05,23114.9,0
2026-06-11 09:25:00+05:30,23116.8,23126.4,23092.8,23119.35,0
2026-06-11 09:30:00+05:30,23121.9,23124.5,23098.65,23108.45,0
2026-06-11 09:35:00+05:30,23109.65,23136.65,23093.15,23132.35,0
2026-06-11 09:40:00+05:30,23134.8,23148.6,23113.4,23143.6,0
2026-06-11 09:45:00+05:30,23144.25,23155.2,23136.55,23151.75,0
2026-06-11 09:50:00+05:30,23153.3,23172.85,23142.25,23150.65,0
2026-06-11 09:55:00+05:30,23152.35,23153.3,23112.6,23115.7,0
2026-06-11 10:00:00+05:30,23117.6,23136.0,23108.45,23108.55,0
2026-06-11 10:05:00+05:30,23111.2,23159.4,23102.85,23155.0,0
2026-06-11 10:10:00+05:30,23156.95,23164.5,23144.15,23145.5,0
2026-06-11 10:15:00+05:30,23147.5,23181.55,23144.7,23181.55,0
2026-06-11 10:20:00+05:30,23183.15,23191.85,23174.7,23176.9,0
2026-06-11 10:25:00+05:30,23179.75,23207.8,23175.0,23199.5,0
2026-06-11 10:30:00+05:30,23201.1,23205.0,23185.15,23198.45,0
2026-06-11 10:35:00+05:30,23200.8,23207.3,23189.25,23204.35,0
2026-06-11 10:40:00+05:30,23207.45,23214.05,23195.25,23203.2,0
2026-06-11 10:45:00+05:30,23204.85,23211.85,23192.25,23192.55,0
2026-06-11 10:50:00+05:30,23193.75,23193.8,23168.25,23172.5,0
2026-06-11 10:55:00+05:30,23174.7,23181.1,23167.2,23174.55,0
2026-06-11 11:00:00+05:30,23176.55,23184.45,23162.5,23179.25,0
2026-06-11 11:05:00+05:30,23181.6,23205.0,23180.1,23191.95,0
2026-06-11 11:10:00+05:30,23193.55,23193.85,23181.0,23181.65,0
2026-06-11 11:15:00+05:30,23183.2,23208.55,23181.55,23201.3,0
2026-06-11 11:20:00+05:30,23203.45,23220.3,23199.35,23217.25,0
2026-06-11 11:25:00+05:30,23218.5,23236.8,23214.25,23235.45,0
2026-06-11 11:30:00+05:30,23237.4,23245.0,23220.3,23225.4,0
2026-06-11 11:35:00+05:30,23226.35,23234.35,23210.65,23222.95,0
2026-06-11 11:40:00+05:30,23224.6,23251.85,23220.05,23251.85,0
2026-06-11 11:45:00+05:30,23253.7,23270.85,23251.05,23263.3,0
2026-06-11 11:50:00+05:30,23265.2,23276.35,23261.55,23271.35,0
2026-06-11 11:55:00+05:30,23272.95,23291.7,23269.0,23281.15,0
2026-06-11 12:00:00+05:30,23283.15,23290.4,23281.55,23285.55,0
2026-06-11 12:05:00+05:30,23286.7,23292.7,23274.6,23281.15,0
2026-06-11 12:10:00+05:30,23283.25,23286.9,23272.55,23285.25,0
2026-06-11 12:15:00+05:30,23287.55,23307.05,23285.35,23287.25,0
2026-06-11 12:20:00+05:30,23289.5,23293.5,23278.35,23288.7,0
2026-06-11 12:25:00+05:30,23291.75,23301.55,23281.85,23295.6,0
2026-06-11 12:30:00+05:30,23297.6,23320.95,23296.6,23319.9,0
2026-06-11 12:35:00+05:30,23322.05,23324.25,23290.8,23297.65,0
2026-06-11 12:40:00+05:30,23299.75,23300.5,23288.1,23294.4,0
2026-06-11 12:45:00+05:30,23296.1,23301.85,23273.05,23273.3,0
2026-06-11 12:50:00+05:30,23275.45,23287.55,23272.7,23280.6,0
2026-06-11 12:55:00+05:30,23282.2,23307.3,23274.85,23306.75,0
2026-06-11 13:00:00+05:30,23308.25,23327.45,23299.05,23300.3,0
2026-06-11 13:05:00+05:30,23301.6,23303.15,23279.15,23279.45,0
2026-06-11 13:10:00+05:30,23280.65,23282.5,23256.3,23257.7,0
2026-06-11 13:15:00+05:30,23259.45,23264.65,23249.45,23252.15,0
2026-06-11 13:20:00+05:30,23254.1,23258.2,23225.55,23239.3,0
2026-06-11 13:25:00+05:30,23241.3,23241.75,23220.45,23241.0,0
2026-06-11 13:30:00+05:30,23242.9,23267.75,23240.1,23243.65,0
2026-06-11 13:35:00+05:30,23245.8,23256.3,23228.4,23230.0,0
2026-06-11 13:40:00+05:30,23232.7,23238.15,23213.45,23220.1,0
2026-06-11 13:45:00+05:30,23223.9,23240.65,23214.55,23227.75,0
2026-06-11 13:50:00+05:30,23230.35,23236.8,23221.25,23231.85,0
2026-06-11 13:55:00+05:30,23234.5,23248.05,23227.25,23231.3,0
2026-06-11 14:00:00+05:30,23233.0,23240.2,23228.15,23235.1,0
2026-06-11 14:05:00+05:30,23236.35,23236.35,23201.6,23211.2,0
2026-06-11 14:10:00+05:30,23212.6,23226.25,23205.7,23218.75,0
2026-06-11 14:15:00+05:30,23219.8,23220.85,23204.1,23215.75,0
2026-06-11 14:20:00+05:30,23216.8,23224.95,23204.95,23206.4,0
2026-06-11 14:25:00+05:30,23208.1,23252.05,23206.2,23240.05,0
2026-06-11 14:30:00+05:30,23241.15,23245.45,23224.0,23231.7,0
2026-06-11 14:35:00+05:30,23233.55,23242.35,23197.6,23217.1,0
2026-06-11 14:40:00+05:30,23218.6,23221.1,23193.55,23198.15,0
2026-06-11 14:45:00+05:30,23200.2,23209.6,23165.85,23191.7,0
2026-06-11 14:50:00+05:30,23193.1,23193.1,23166.85,23170.35,0
2026-06-11 14:55:00+05:30,23171.7,23178.25,23162.5,23175.5,0
